Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,378.0,24464
2025-02,376.0,22760
2025-03,367.0,24565
2025-04,385.0,23480
2025-05,385.0,23965
2025-06,324.0,24738
2025-07,354.0,21223
2025-08,313.0,22699
2025-09,425.0,23104
2025-10,576.0,23973
2025-11,568.0,24721
2025-12,500.0,23887
