Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,261.0,21678
2025-02,260.0,21161
2025-03,271.0,21962
2025-04,273.0,23216
2025-05,277.0,23263
2025-06,250.0,22963
2025-07,234.0,21504
2025-08,260.0,20474
2025-09,313.0,20704
2025-10,414.0,22080
2025-11,404.0,20895
2025-12,396.0,21986
