Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,212.0,9784
2025-02,228.0,11296
2025-03,244.0,10019
2025-04,232.0,9991
2025-05,227.0,10403
2025-06,204.0,10466
2025-07,206.0,10618
2025-08,202.0,10157
2025-09,254.0,10068
2025-10,350.0,10610
2025-11,341.0,10184
2025-12,294.0,10099
