Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,1024.0,84301
2025-02,996.0,86866
2025-03,1024.0,86477
2025-04,972.0,86291
2025-05,943.0,86199
2025-06,859.0,84493
2025-07,915.0,86704
2025-08,919.0,84993
2025-09,1063.0,87440
2025-10,1499.0,86020
2025-11,1478.0,85232
2025-12,1369.0,86105
