Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,320.0,52227
2025-02,325.0,47981
2025-03,327.0,49981
2025-04,330.0,51272
2025-05,329.0,48627
2025-06,257.0,50907
2025-07,300.0,49475
2025-08,290.0,48402
2025-09,352.0,48765
2025-10,458.0,48881
2025-11,461.0,47301
2025-12,430.0,49794
