Sign_Up_Month,Predicted_Advertiser_Count,Predicted_Average_Budget
2025-01,152.0,22866
2025-02,128.0,23334
2025-03,131.0,21935
2025-04,129.0,22138
2025-05,161.0,21818
2025-06,112.0,21430
2025-07,134.0,21673
2025-08,129.0,23685
2025-09,159.0,21392
2025-10,204.0,21929
2025-11,207.0,24065
2025-12,186.0,23307
